stress_axis,stress_level,split,method,seed,rows,mask_f1,precision,recall,occluded_recall,passive_false_attribution,effect_error,target_success,unsafe_contact,brier,calibration_error,risk_upper,coverage,counterfactual_gap,intervention_consistency,causal_utility
ego_motion,0.50,combined_hard_shift,contrastive_action_flow,1,32,0.73523,0.69457,0.81163,0.68876,0.25587,0.30131,0.65625,0.09375,0.12461,0.18849,0.18814,1.00000,0.33497,0.68891,0.57715
ego_motion,0.50,combined_hard_shift,contrastive_action_flow,2,32,0.73866,0.68333,0.82924,0.74172,0.26070,0.30631,0.68750,0.15625,0.11708,0.18542,0.18760,1.00000,0.36383,0.70744,0.57841
ego_motion,0.50,combined_hard_shift,contrastive_action_flow,3,32,0.73518,0.67918,0.83035,0.71851,0.27197,0.30047,0.68750,0.15625,0.12604,0.18926,0.19162,1.00000,0.33855,0.69211,0.57502
ego_motion,0.50,combined_hard_shift,contrastive_action_flow,4,32,0.74241,0.69719,0.81399,0.68480,0.24905,0.30297,0.65625,0.15625,0.12186,0.18706,0.18639,1.00000,0.34676,0.69716,0.55751
ego_motion,0.50,combined_hard_shift,contrastive_action_flow,5,32,0.75639,0.72523,0.81001,0.66595,0.22177,0.28698,0.68750,0.03125,0.11838,0.18350,0.17858,1.00000,0.35148,0.70458,0.63174
ego_motion,0.50,combined_hard_shift,contrastive_action_flow,6,32,0.71662,0.67868,0.79961,0.70918,0.26587,0.28468,0.62500,0.09375,0.12754,0.19376,0.19179,1.00000,0.32944,0.68071,0.55111
ego_motion,0.50,combined_hard_shift,contrastive_action_flow,7,32,0.72645,0.67797,0.80600,0.71149,0.24678,0.28499,0.62500,0.12500,0.12424,0.18932,0.18589,1.00000,0.33933,0.69172,0.54502
ego_motion,0.50,combined_hard_shift,contrastive_action_flow,8,32,0.72421,0.65659,0.83915,0.69822,0.31701,0.29880,0.65625,0.28125,0.12370,0.19747,0.20394,1.00000,0.35227,0.69162,0.50102
ego_motion,0.50,combined_hard_shift,contrastive_action_flow,9,32,0.72880,0.67129,0.82334,0.70104,0.27919,0.29924,0.59375,0.00000,0.12179,0.18422,0.19205,1.00000,0.34758,0.69339,0.56398
ego_motion,0.50,combined_hard_shift,learned_correlation_classifier,0,32,0.70922,0.60729,0.88309,0.82295,0.37298,0.34449,0.46875,0.12500,0.13421,0.22280,0.22573,1.00000,0.34496,0.68693,0.41360
ego_motion,0.50,combined_hard_shift,learned_correlation_classifier,1,32,0.73183,0.63562,0.89104,0.83491,0.34634,0.38636,0.53125,0.12500,0.13320,0.21402,0.21801,1.00000,0.34065,0.69261,0.46234
ego_motion,0.50,combined_hard_shift,learned_correlation_classifier,2,32,0.74531,0.64722,0.90280,0.88554,0.32385,0.36145,0.53125,0.21875,0.12531,0.21021,0.21042,1.00000,0.36503,0.71330,0.43742
ego_motion,0.50,combined_hard_shift,learned_correlation_classifier,3,32,0.73204,0.63180,0.90109,0.88123,0.36267,0.35657,0.50000,0.25000,0.13325,0.21320,0.22164,1.00000,0.34567,0.69424,0.39552
ego_motion,0.50,combined_hard_shift,learned_correlation_classifier,4,32,0.74904,0.65320,0.89729,0.86816,0.32280,0.37464,0.65625,0.12500,0.12919,0.21125,0.21144,1.00000,0.35198,0.70531,0.55764
ego_motion,0.50,combined_hard_shift,learned_correlation_classifier,5,32,0.74855,0.66439,0.88070,0.80353,0.30953,0.35401,0.65625,0.21875,0.12693,0.20904,0.20770,1.00000,0.35514,0.70556,0.52668
ego_motion,0.50,combined_hard_shift,learned_correlation_classifier,6,32,0.70838,0.61419,0.87512,0.85394,0.36680,0.35217,0.53125,0.15625,0.13611,0.21973,0.22470,1.00000,0.33679,0.68196,0.44566
ego_motion,0.50,combined_hard_shift,learned_correlation_classifier,7,32,0.73230,0.63357,0.88658,0.84853,0.31733,0.36054,0.71875,0.12500,0.13180,0.21372,0.21023,1.00000,0.34455,0.69987,0.59957
ego_motion,0.50,combined_hard_shift,learned_correlation_classifier,8,32,0.71723,0.61335,0.90166,0.85232,0.39417,0.35821,0.53125,0.12500,0.13139,0.22082,0.23112,1.00000,0.35851,0.69414,0.45614
ego_motion,0.50,combined_hard_shift,learned_correlation_classifier,9,32,0.72898,0.63067,0.89259,0.84593,0.35567,0.35086,0.65625,0.18750,0.13030,0.21021,0.21884,1.00000,0.35090,0.69629,0.52834
ego_motion,0.50,combined_hard_shift,oracle_causal_mask,0,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.06250,0.00001,0.00181,0.02114,1.00000,0.99400,1.00000,0.95750
ego_motion,0.50,combined_hard_shift,oracle_causal_mask,1,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.03125,0.00001,0.00174,0.02128,1.00000,0.99400,1.00000,0.96875
ego_motion,0.50,combined_hard_shift,oracle_causal_mask,2,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00179,0.02123,1.00000,0.99400,1.00000,0.94687
ego_motion,0.50,combined_hard_shift,oracle_causal_mask,3,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00001,0.00171,0.02121,1.00000,0.99400,1.00000,0.98000
ego_motion,0.50,combined_hard_shift,oracle_causal_mask,4,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.93750,0.00000,0.00001,0.00174,0.02141,1.00000,0.99400,1.00000,0.93625
ego_motion,0.50,combined_hard_shift,oracle_causal_mask,5,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00175,0.02130,1.00000,0.99400,1.00000,0.94688
ego_motion,0.50,combined_hard_shift,oracle_causal_mask,6,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00176,0.02127,1.00000,0.99400,1.00000,0.95813
ego_motion,0.50,combined_hard_shift,oracle_causal_mask,7,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00176,0.02122,1.00000,0.99400,1.00000,0.95813
ego_motion,0.50,combined_hard_shift,oracle_causal_mask,8,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00180,0.02143,1.00000,0.99400,1.00000,0.95813
ego_motion,0.50,combined_hard_shift,oracle_causal_mask,9,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00174,0.02102,1.00000,0.99400,1.00000,0.94687
ego_motion,0.50,combined_hard_shift,world_model_flow_predictor,0,32,0.75729,0.69034,0.86541,0.80995,0.23641,0.50358,0.62500,0.09375,0.11609,0.19058,0.20140,1.00000,0.39225,0.73697,0.55477
ego_motion,0.50,combined_hard_shift,world_model_flow_predictor,1,32,0.77533,0.73287,0.85746,0.78712,0.20214,0.50297,0.81250,0.06250,0.11647,0.18643,0.19339,1.00000,0.38932,0.74091,0.70478
ego_motion,0.50,combined_hard_shift,world_model_flow_predictor,2,32,0.75358,0.67163,0.89475,0.85742,0.25410,0.47150,0.56250,0.18750,0.11651,0.19759,0.20593,1.00000,0.42443,0.75744,0.47893
ego_motion,0.50,combined_hard_shift,world_model_flow_predictor,3,32,0.77372,0.72265,0.86650,0.79906,0.21783,0.50554,0.56250,0.12500,0.11723,0.18524,0.19670,1.00000,0.38889,0.73959,0.50482
ego_motion,0.50,combined_hard_shift,world_model_flow_predictor,4,32,0.76243,0.69611,0.86858,0.80308,0.24721,0.53628,0.53125,0.03125,0.11631,0.18772,0.20459,1.00000,0.40003,0.73946,0.50951
ego_motion,0.50,combined_hard_shift,world_model_flow_predictor,5,32,0.80078,0.76078,0.87057,0.78981,0.18455,0.52238,0.68750,0.15625,0.11015,0.18143,0.18770,1.00000,0.40577,0.75675,0.59044
ego_motion,0.50,combined_hard_shift,world_model_flow_predictor,6,32,0.77964,0.74789,0.84251,0.79381,0.18055,0.55001,0.68750,0.21875,0.11440,0.17861,0.18754,1.00000,0.37728,0.73552,0.56084
ego_motion,0.50,combined_hard_shift,world_model_flow_predictor,7,32,0.73954,0.66792,0.85729,0.80208,0.24675,0.55428,0.68750,0.21875,0.12011,0.19062,0.20482,1.00000,0.39338,0.73317,0.54594
ego_motion,0.50,combined_hard_shift,world_model_flow_predictor,8,32,0.76054,0.68412,0.87999,0.80034,0.24632,0.49055,0.68750,0.21875,0.11770,0.19959,0.20543,1.00000,0.40417,0.74477,0.55457
ego_motion,0.50,combined_hard_shift,world_model_flow_predictor,9,32,0.76335,0.71673,0.85277,0.76056,0.21772,0.51538,0.65625,0.00000,0.11538,0.18279,0.19596,1.00000,0.40314,0.74346,0.61368
ego_motion,0.75,combined_hard_shift,action_direction_projection,0,32,0.51575,0.39039,0.85827,0.67385,0.57483,0.47089,0.53125,0.21875,0.23913,0.32061,0.29948,1.00000,0.30171,0.61358,0.35204
ego_motion,0.75,combined_hard_shift,action_direction_projection,1,32,0.55168,0.43215,0.83926,0.63710,0.50390,0.44713,0.37500,0.06250,0.21190,0.29330,0.27681,1.00000,0.32882,0.63833,0.31757
ego_motion,0.75,combined_hard_shift,action_direction_projection,2,32,0.51486,0.38105,0.86616,0.70530,0.60828,0.46353,0.37500,0.25000,0.24492,0.32790,0.30963,1.00000,0.28287,0.59847,0.22589
ego_motion,0.75,combined_hard_shift,action_direction_projection,3,32,0.53676,0.40589,0.85450,0.66691,0.48497,0.48305,0.46875,0.21875,0.21719,0.29838,0.27166,1.00000,0.32523,0.64460,0.32543
ego_motion,0.75,combined_hard_shift,action_direction_projection,4,32,0.53542,0.40398,0.84274,0.69872,0.53542,0.44610,0.46875,0.25000,0.23034,0.29752,0.28636,1.00000,0.30170,0.61821,0.30696
ego_motion,0.75,combined_hard_shift,action_direction_projection,5,32,0.59725,0.48455,0.84967,0.67566,0.47999,0.43219,0.40625,0.18750,0.20409,0.27142,0.26663,1.00000,0.34343,0.65390,0.30737
ego_motion,0.75,combined_hard_shift,action_direction_projection,6,32,0.53821,0.41087,0.85838,0.66946,0.52475,0.41761,0.37500,0.28125,0.24182,0.32144,0.28666,1.00000,0.30299,0.62529,0.23437
ego_motion,0.75,combined_hard_shift,action_direction_projection,7,32,0.55628,0.42987,0.85861,0.69240,0.44992,0.45405,0.43750,0.18750,0.21608,0.29592,0.26264,1.00000,0.31660,0.64889,0.32439
ego_motion,0.75,combined_hard_shift,action_direction_projection,8,32,0.53416,0.41125,0.82649,0.60240,0.48140,0.44412,0.59375,0.25000,0.21579,0.29445,0.27176,1.00000,0.31755,0.63410,0.40277
ego_motion,0.75,combined_hard_shift,action_direction_projection,9,32,0.53910,0.41368,0.84366,0.66900,0.46902,0.49347,0.43750,0.15625,0.21202,0.29168,0.26665,1.00000,0.32760,0.64652,0.32795
ego_motion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,0,32,0.75597,0.66525,0.89794,0.87204,0.29347,0.33738,0.65625,0.18750,0.11860,0.19945,0.22773,1.00000,0.38068,0.72685,0.54459
ego_motion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,1,32,0.79034,0.71397,0.90900,0.84706,0.24258,0.31321,0.75000,0.18750,0.11255,0.19251,0.21420,1.00000,0.39637,0.74908,0.62594
ego_motion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,2,32,0.74386,0.63453,0.91440,0.88903,0.32951,0.35828,0.62500,0.12500,0.12290,0.20093,0.23711,1.00000,0.36982,0.71756,0.53659
ego_motion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,3,32,0.75473,0.64893,0.91823,0.86021,0.30333,0.39271,0.68750,0.12500,0.11829,0.20235,0.22975,1.00000,0.38623,0.73285,0.58499
ego_motion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,4,32,0.74670,0.64478,0.90805,0.89579,0.33971,0.36211,0.62500,0.15625,0.12136,0.19710,0.23871,1.00000,0.37571,0.71673,0.52424
ego_motion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,5,32,0.78467,0.69356,0.91726,0.89567,0.29580,0.34825,0.53125,0.15625,0.11537,0.18712,0.22621,1.00000,0.39363,0.73810,0.47335
ego_motion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,6,32,0.76040,0.66658,0.90676,0.85854,0.30761,0.32006,0.84375,0.12500,0.11794,0.19849,0.23069,1.00000,0.38165,0.72654,0.69836
ego_motion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,7,32,0.77363,0.68782,0.90289,0.87387,0.25885,0.35301,0.59375,0.09375,0.11577,0.19440,0.21878,1.00000,0.38852,0.73983,0.54219
ego_motion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,8,32,0.74399,0.63975,0.90928,0.88014,0.31315,0.34885,0.65625,0.21875,0.12042,0.20152,0.23318,1.00000,0.38216,0.72624,0.52830
ego_motion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,9,32,0.77460,0.68801,0.90213,0.88195,0.25791,0.38160,0.53125,0.03125,0.11403,0.19988,0.21830,1.00000,0.39143,0.74136,0.51968
ego_motion,0.75,combined_hard_shift,causal_scene_flow_model_v5,0,32,0.76584,0.68013,0.90330,0.87603,0.24598,0.54736,0.65625,0.15625,0.10830,0.18620,0.20666,1.00000,0.47457,0.78752,0.55780
ego_motion,0.75,combined_hard_shift,causal_scene_flow_model_v5,1,32,0.77161,0.67710,0.91783,0.89845,0.26017,0.55405,0.56250,0.00000,0.10678,0.18629,0.21013,1.00000,0.49990,0.80135,0.54891
ego_motion,0.75,combined_hard_shift,causal_scene_flow_model_v5,2,32,0.73703,0.63402,0.90271,0.89465,0.30469,0.64930,0.59375,0.09375,0.11152,0.18454,0.22099,1.00000,0.46261,0.76823,0.51647
ego_motion,0.75,combined_hard_shift,causal_scene_flow_model_v5,3,32,0.73505,0.62367,0.92431,0.88588,0.29935,0.56971,0.50000,0.06250,0.11600,0.20140,0.22086,1.00000,0.48302,0.78564,0.46928
ego_motion,0.75,combined_hard_shift,causal_scene_flow_model_v5,4,32,0.74013,0.63545,0.90745,0.88679,0.29795,0.53924,0.65625,0.03125,0.11903,0.19446,0.22047,1.00000,0.47098,0.77530,0.59147
ego_motion,0.75,combined_hard_shift,causal_scene_flow_model_v5,5,32,0.75926,0.64704,0.93454,0.92615,0.31388,0.47398,0.56250,0.06250,0.11638,0.19730,0.22375,1.00000,0.49866,0.79323,0.52181
ego_motion,0.75,combined_hard_shift,causal_scene_flow_model_v5,6,32,0.76009,0.67549,0.88902,0.83819,0.24490,0.59629,0.59375,0.12500,0.10438,0.17520,0.20516,1.00000,0.47418,0.78384,0.52114
ego_motion,0.75,combined_hard_shift,causal_scene_flow_model_v5,7,32,0.76789,0.67849,0.91278,0.89795,0.25440,0.59682,0.56250,0.12500,0.10897,0.18808,0.20917,1.00000,0.49005,0.79618,0.50082
ego_motion,0.75,combined_hard_shift,causal_scene_flow_model_v5,8,32,0.72611,0.61445,0.91450,0.89270,0.30591,0.56668,0.65625,0.03125,0.12039,0.20383,0.22394,1.00000,0.47599,0.77799,0.58695
ego_motion,0.75,combined_hard_shift,causal_scene_flow_model_v5,9,32,0.76993,0.67346,0.91832,0.89360,0.24446,0.51517,0.65625,0.09375,0.10671,0.19630,0.20666,1.00000,0.49306,0.80138,0.58473
ego_motion,0.75,combined_hard_shift,contrastive_action_flow,0,32,0.73692,0.68176,0.83604,0.73526,0.28172,0.28701,0.62500,0.15625,0.12283,0.19024,0.19340,1.00000,0.34805,0.69638,0.53170
ego_motion,0.75,combined_hard_shift,contrastive_action_flow,1,32,0.75574,0.72530,0.81835,0.67049,0.22424,0.24997,0.75000,0.15625,0.11602,0.18234,0.17870,1.00000,0.36378,0.71261,0.63328
ego_motion,0.75,combined_hard_shift,contrastive_action_flow,2,32,0.72194,0.65784,0.82344,0.72803,0.28805,0.28365,0.68750,0.18750,0.12711,0.19069,0.19623,1.00000,0.33405,0.68443,0.55981
ego_motion,0.75,combined_hard_shift,contrastive_action_flow,3,32,0.73379,0.67476,0.83256,0.70379,0.27502,0.31336,0.62500,0.15625,0.12122,0.19121,0.19168,1.00000,0.35358,0.69983,0.53083
ego_motion,0.75,combined_hard_shift,contrastive_action_flow,4,32,0.70663,0.64078,0.81850,0.73115,0.33787,0.31467,0.65625,0.18750,0.12635,0.18628,0.20780,1.00000,0.33929,0.67491,0.52650
ego_motion,0.75,combined_hard_shift,contrastive_action_flow,5,32,0.75729,0.70023,0.84480,0.74349,0.27893,0.30234,0.62500,0.03125,0.11884,0.17545,0.19059,1.00000,0.36148,0.70625,0.58055
ego_motion,0.75,combined_hard_shift,contrastive_action_flow,6,32,0.73421,0.68040,0.82856,0.69266,0.28510,0.27831,0.56250,0.09375,0.12284,0.18983,0.19433,1.00000,0.34863,0.69399,0.50984
ego_motion,0.75,combined_hard_shift,contrastive_action_flow,7,32,0.74935,0.71360,0.81758,0.70388,0.22678,0.27986,0.62500,0.09375,0.11923,0.18318,0.17965,1.00000,0.35477,0.70716,0.56450
ego_motion,0.75,combined_hard_shift,contrastive_action_flow,8,32,0.72137,0.65804,0.82595,0.70861,0.28290,0.27435,0.68750,0.15625,0.12378,0.19059,0.19467,1.00000,0.34905,0.69402,0.57329
ego_motion,0.75,combined_hard_shift,contrastive_action_flow,9,32,0.75688,0.71467,0.82684,0.72684,0.23033,0.30275,0.62500,0.00000,0.11735,0.18870,0.17997,1.00000,0.35852,0.71074,0.59808
ego_motion,0.75,combined_hard_shift,learned_correlation_classifier,0,32,0.72551,0.63347,0.88742,0.84784,0.35922,0.34645,0.46875,0.12500,0.13215,0.21620,0.22113,1.00000,0.35075,0.69409,0.41860
ego_motion,0.75,combined_hard_shift,learned_correlation_classifier,1,32,0.76093,0.68377,0.89030,0.82004,0.28474,0.31143,0.68750,0.15625,0.12427,0.20782,0.20062,1.00000,0.36559,0.71894,0.58017
ego_motion,0.75,combined_hard_shift,learned_correlation_classifier,2,32,0.71839,0.61200,0.89715,0.86485,0.37428,0.34741,0.50000,0.21875,0.13575,0.21673,0.22553,1.00000,0.33941,0.68741,0.40292
ego_motion,0.75,combined_hard_shift,learned_correlation_classifier,3,32,0.73527,0.63288,0.90224,0.83537,0.33625,0.37259,0.50000,0.25000,0.12969,0.21606,0.21429,1.00000,0.35632,0.70589,0.39964
ego_motion,0.75,combined_hard_shift,learned_correlation_classifier,4,32,0.71567,0.61033,0.89433,0.87451,0.40589,0.36719,0.53125,0.18750,0.13457,0.21195,0.23271,1.00000,0.34271,0.68144,0.42992
ego_motion,0.75,combined_hard_shift,learned_correlation_classifier,5,32,0.76200,0.66941,0.90390,0.85988,0.33191,0.35282,0.62500,0.18750,0.12680,0.20026,0.21135,1.00000,0.36163,0.71004,0.51613
ego_motion,0.75,combined_hard_shift,learned_correlation_classifier,6,32,0.73056,0.63537,0.89857,0.83419,0.37384,0.32729,0.59375,0.15625,0.13286,0.21748,0.22466,1.00000,0.35125,0.69404,0.49505
ego_motion,0.75,combined_hard_shift,learned_correlation_classifier,7,32,0.75575,0.66701,0.89311,0.84174,0.28737,0.35613,0.71875,0.06250,0.12755,0.20850,0.20149,1.00000,0.35666,0.71445,0.63143
ego_motion,0.75,combined_hard_shift,learned_correlation_classifier,8,32,0.72932,0.62836,0.89665,0.85325,0.33887,0.33769,0.59375,0.15625,0.13082,0.21414,0.21570,1.00000,0.35287,0.70207,0.49939
ego_motion,0.75,combined_hard_shift,learned_correlation_classifier,9,32,0.74653,0.65781,0.89109,0.86220,0.31309,0.37652,0.62500,0.15625,0.12575,0.21307,0.20790,1.00000,0.36049,0.71026,0.52576
ego_motion,0.75,combined_hard_shift,oracle_causal_mask,0,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.06250,0.00001,0.00177,0.02114,1.00000,0.99400,1.00000,0.95750
ego_motion,0.75,combined_hard_shift,oracle_causal_mask,1,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.03125,0.00001,0.00178,0.02133,1.00000,0.99400,1.00000,0.96875
ego_motion,0.75,combined_hard_shift,oracle_causal_mask,2,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00174,0.02125,1.00000,0.99400,1.00000,0.94687
ego_motion,0.75,combined_hard_shift,oracle_causal_mask,3,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00001,0.00178,0.02111,1.00000,0.99400,1.00000,0.98000
ego_motion,0.75,combined_hard_shift,oracle_causal_mask,4,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.93750,0.00000,0.00001,0.00173,0.02108,1.00000,0.99400,1.00000,0.93625
ego_motion,0.75,combined_hard_shift,oracle_causal_mask,5,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00168,0.02114,1.00000,0.99400,1.00000,0.94688
ego_motion,0.75,combined_hard_shift,oracle_causal_mask,6,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00177,0.02110,1.00000,0.99400,1.00000,0.95813
ego_motion,0.75,combined_hard_shift,oracle_causal_mask,7,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00174,0.02129,1.00000,0.99400,1.00000,0.95813
ego_motion,0.75,combined_hard_shift,oracle_causal_mask,8,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00178,0.02130,1.00000,0.99400,1.00000,0.95813
ego_motion,0.75,combined_hard_shift,oracle_causal_mask,9,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00180,0.02110,1.00000,0.99400,1.00000,0.94687
ego_motion,0.75,combined_hard_shift,world_model_flow_predictor,0,32,0.77002,0.72023,0.86161,0.77626,0.21139,0.51920,0.59375,0.09375,0.11230,0.18423,0.19441,1.00000,0.40214,0.74663,0.53816
ego_motion,0.75,combined_hard_shift,world_model_flow_predictor,1,32,0.77942,0.71396,0.88315,0.83165,0.22164,0.51033,0.81250,0.09375,0.11074,0.18617,0.19699,1.00000,0.42588,0.76232,0.69397
ego_motion,0.75,combined_hard_shift,world_model_flow_predictor,2,32,0.74782,0.67899,0.86088,0.80990,0.25409,0.60822,0.59375,0.18750,0.11502,0.17959,0.20499,1.00000,0.38801,0.72969,0.48836
ego_motion,0.75,combined_hard_shift,world_model_flow_predictor,3,32,0.75431,0.67678,0.88730,0.80447,0.25249,0.53126,0.46875,0.09375,0.11763,0.19690,0.20539,1.00000,0.41197,0.74937,0.44282
ego_motion,0.75,combined_hard_shift,world_model_flow_predictor,4,32,0.74379,0.67312,0.86323,0.80367,0.25891,0.50329,0.50000,0.03125,0.12134,0.18988,0.20720,1.00000,0.39834,0.73462,0.48464
ego_motion,0.75,combined_hard_shift,world_model_flow_predictor,5,32,0.77293,0.68711,0.90812,0.86725,0.27621,0.44499,0.68750,0.18750,0.11864,0.19361,0.21046,1.00000,0.42718,0.75748,0.56847
ego_motion,0.75,combined_hard_shift,world_model_flow_predictor,6,32,0.77442,0.73413,0.84128,0.72587,0.18035,0.55318,0.78125,0.12500,0.11001,0.17434,0.18612,1.00000,0.40049,0.74731,0.66063
ego_motion,0.75,combined_hard_shift,world_model_flow_predictor,7,32,0.77951,0.72410,0.87635,0.82822,0.20966,0.54590,0.65625,0.21875,0.11260,0.18485,0.19420,1.00000,0.41585,0.75797,0.53839
ego_motion,0.75,combined_hard_shift,world_model_flow_predictor,8,32,0.74207,0.65374,0.88103,0.82344,0.26827,0.54274,0.56250,0.15625,0.12116,0.19903,0.21058,1.00000,0.40564,0.74098,0.48039
ego_motion,0.75,combined_hard_shift,world_model_flow_predictor,9,32,0.78497,0.71889,0.88771,0.83349,0.20853,0.47173,0.68750,0.03125,0.11080,0.19336,0.19364,1.00000,0.41864,0.76262,0.63378
ego_motion,1.00,combined_hard_shift,action_direction_projection,0,32,0.51403,0.39322,0.81724,0.59785,0.44075,0.43849,0.56250,0.28125,0.22175,0.30506,0.26343,1.00000,0.31794,0.64085,0.37245
ego_motion,1.00,combined_hard_shift,action_direction_projection,1,32,0.46258,0.32396,0.86206,0.68319,0.71119,0.47414,0.15625,0.12500,0.28397,0.36248,0.34364,1.00000,0.24214,0.55359,0.09103
ego_motion,1.00,combined_hard_shift,action_direction_projection,2,32,0.48573,0.35111,0.84235,0.65466,0.55237,0.52389,0.37500,0.12500,0.24606,0.32425,0.29521,1.00000,0.28335,0.60483,0.27008
ego_motion,1.00,combined_hard_shift,action_direction_projection,3,32,0.54448,0.42467,0.82995,0.65445,0.40327,0.44695,0.53125,0.21875,0.20882,0.27883,0.24890,1.00000,0.32543,0.65629,0.38379
ego_motion,1.00,combined_hard_shift,action_direction_projection,4,32,0.52544,0.40305,0.85463,0.71152,0.49342,0.44816,0.46875,0.15625,0.23070,0.30901,0.27658,1.00000,0.30379,0.63162,0.34564
ego_motion,1.00,combined_hard_shift,action_direction_projection,5,32,0.51770,0.37999,0.85803,0.69377,0.47742,0.46447,0.37500,0.28125,0.22793,0.30645,0.27166,1.00000,0.31266,0.64064,0.23580
ego_motion,1.00,combined_hard_shift,action_direction_projection,6,32,0.52270,0.38676,0.85586,0.65682,0.51526,0.45968,0.43750,0.21875,0.23155,0.31325,0.28354,1.00000,0.30839,0.62953,0.29726
ego_motion,1.00,combined_hard_shift,action_direction_projection,7,32,0.51970,0.39205,0.83280,0.64280,0.41894,0.52730,0.53125,0.25000,0.21695,0.29409,0.25530,1.00000,0.31979,0.65065,0.36119
ego_motion,1.00,combined_hard_shift,action_direction_projection,8,32,0.51863,0.40521,0.82470,0.63804,0.49954,0.48610,0.53125,0.28125,0.21969,0.29828,0.27714,1.00000,0.31825,0.63001,0.34010
ego_motion,1.00,combined_hard_shift,action_direction_projection,9,32,0.57355,0.44055,0.86204,0.72860,0.46590,0.43546,0.37500,0.25000,0.20702,0.27675,0.26339,1.00000,0.34310,0.66004,0.26144
ego_motion,1.00,combined_hard_shift,calibrated_tree_flow_proxy,0,32,0.75833,0.66638,0.89991,0.83745,0.27444,0.36934,0.65625,0.18750,0.11544,0.20328,0.22388,1.00000,0.39009,0.73645,0.54649
ego_motion,1.00,combined_hard_shift,calibrated_tree_flow_proxy,1,32,0.73684,0.63700,0.89969,0.88862,0.34468,0.31017,0.50000,0.18750,0.12923,0.20903,0.24239,1.00000,0.35322,0.70177,0.42464
ego_motion,1.00,combined_hard_shift,calibrated_tree_flow_proxy,2,32,0.78084,0.69303,0.91706,0.89791,0.26401,0.36562,0.65625,0.15625,0.11840,0.20177,0.22012,1.00000,0.37921,0.73754,0.56294
ego_motion,1.00,combined_hard_shift,calibrated_tree_flow_proxy,3,32,0.77268,0.68310,0.90793,0.89203,0.27078,0.37752,0.62500,0.03125,0.11565,0.19652,0.22167,1.00000,0.38708,0.73777,0.58327
ego_motion,1.00,combined_hard_shift,calibrated_tree_flow_proxy,4,32,0.74630,0.64772,0.90093,0.88130,0.30532,0.36759,0.59375,0.18750,0.12217,0.20500,0.23169,1.00000,0.37382,0.72146,0.49541
ego_motion,1.00,combined_hard_shift,calibrated_tree_flow_proxy,5,32,0.76478,0.67221,0.90763,0.86454,0.28594,0.34425,0.56250,0.15625,0.11966,0.20244,0.22611,1.00000,0.38205,0.73175,0.49271
ego_motion,1.00,combined_hard_shift,calibrated_tree_flow_proxy,6,32,0.74887,0.64673,0.90457,0.84916,0.31373,0.34691,0.78125,0.09375,0.12295,0.20156,0.23419,1.00000,0.37868,0.72308,0.66125
ego_motion,1.00,combined_hard_shift,calibrated_tree_flow_proxy,7,32,0.80486,0.73594,0.89680,0.85908,0.20204,0.36195,0.59375,0.06250,0.11269,0.19328,0.20449,1.00000,0.38781,0.75038,0.56599
