split,method,seed,rows,mask_f1,precision,recall,occluded_recall,passive_false_attribution,effect_error,target_success,unsafe_contact,brier,calibration_error,risk_upper,coverage,counterfactual_gap,intervention_consistency,causal_utility
distractor_contact_shift,minus_action_conditioning,7,80,0.73705,0.60704,0.95040,0.90771,0.35819,0.54281,0.65000,0.20000,0.14079,0.22756,0.21703,1.00000,0.34848,0.70951,0.51052
distractor_contact_shift,minus_action_conditioning,8,80,0.73500,0.60198,0.95382,0.91896,0.37420,0.54832,0.42500,0.12500,0.14241,0.22740,0.22112,1.00000,0.35463,0.71007,0.37750
distractor_contact_shift,minus_action_conditioning,9,80,0.73790,0.61245,0.94324,0.90438,0.35625,0.50753,0.62500,0.18750,0.14087,0.22221,0.21606,1.00000,0.33923,0.70327,0.49925
distractor_contact_shift,minus_articulation_graph,0,80,0.76852,0.73053,0.85480,0.64167,0.21897,0.38166,0.62500,0.07500,0.10756,0.16293,0.17404,1.00000,0.42274,0.75390,0.57476
distractor_contact_shift,minus_articulation_graph,1,80,0.76390,0.71517,0.86622,0.68063,0.23505,0.38818,0.71250,0.11250,0.11248,0.16972,0.17918,1.00000,0.42372,0.75384,0.61944
distractor_contact_shift,minus_articulation_graph,2,80,0.76226,0.72812,0.83728,0.62187,0.21553,0.38617,0.72500,0.11250,0.10985,0.15994,0.17377,1.00000,0.40607,0.74143,0.62890
distractor_contact_shift,minus_articulation_graph,3,80,0.77707,0.72195,0.87593,0.68687,0.22767,0.39706,0.57500,0.07500,0.10824,0.16564,0.17589,1.00000,0.43011,0.76131,0.54004
distractor_contact_shift,minus_articulation_graph,4,80,0.77361,0.72784,0.85527,0.63479,0.21973,0.38158,0.65000,0.12500,0.10557,0.15522,0.17323,1.00000,0.42810,0.75664,0.57531
distractor_contact_shift,minus_articulation_graph,5,80,0.76793,0.72304,0.86383,0.68292,0.22846,0.38896,0.68750,0.11250,0.10827,0.16251,0.17653,1.00000,0.43006,0.75797,0.60382
distractor_contact_shift,minus_articulation_graph,6,80,0.75389,0.70251,0.86512,0.68146,0.25061,0.39822,0.43750,0.12500,0.11587,0.16928,0.18299,1.00000,0.43029,0.75355,0.41833
distractor_contact_shift,minus_articulation_graph,7,80,0.77049,0.71531,0.86961,0.71667,0.22755,0.40110,0.72500,0.06250,0.10788,0.16462,0.17609,1.00000,0.43070,0.76000,0.64811
distractor_contact_shift,minus_articulation_graph,8,80,0.76550,0.70967,0.87438,0.71854,0.24747,0.39007,0.63750,0.10000,0.11091,0.16712,0.18156,1.00000,0.44037,0.76189,0.57106
distractor_contact_shift,minus_articulation_graph,9,80,0.75149,0.70567,0.84246,0.60958,0.22849,0.36599,0.65000,0.10000,0.10981,0.15928,0.17673,1.00000,0.41577,0.74498,0.57926
distractor_contact_shift,minus_counterfactual_negatives,0,80,0.77597,0.66237,0.96338,0.94562,0.30494,0.48996,0.66250,0.08750,0.11678,0.22535,0.19998,1.00000,0.49824,0.80247,0.58671
distractor_contact_shift,minus_counterfactual_negatives,1,80,0.76275,0.63851,0.96924,0.95792,0.32693,0.50519,0.68750,0.17500,0.12145,0.23017,0.20662,1.00000,0.49722,0.79864,0.56658
distractor_contact_shift,minus_counterfactual_negatives,2,80,0.76107,0.63860,0.95920,0.96521,0.32633,0.51548,0.60000,0.08750,0.11803,0.22445,0.20584,1.00000,0.48823,0.79148,0.53516
distractor_contact_shift,minus_counterfactual_negatives,3,80,0.76020,0.63603,0.96310,0.96417,0.33228,0.50458,0.63750,0.12500,0.11795,0.22700,0.20735,1.00000,0.50242,0.79857,0.54856
distractor_contact_shift,minus_counterfactual_negatives,4,80,0.77277,0.65052,0.96793,0.96458,0.32555,0.49004,0.68750,0.10000,0.11494,0.21939,0.20440,1.00000,0.50125,0.80069,0.59651
distractor_contact_shift,minus_counterfactual_negatives,5,80,0.77002,0.64778,0.96933,0.96354,0.31913,0.48920,0.65000,0.17500,0.11731,0.22432,0.20372,1.00000,0.50229,0.80301,0.54392
distractor_contact_shift,minus_counterfactual_negatives,6,80,0.76476,0.63884,0.97210,0.95979,0.33181,0.49264,0.55000,0.07500,0.12417,0.22921,0.20740,1.00000,0.50012,0.79981,0.50696
distractor_contact_shift,minus_counterfactual_negatives,7,80,0.76390,0.63876,0.97010,0.96292,0.32728,0.50013,0.65000,0.15000,0.11786,0.22659,0.20592,1.00000,0.50243,0.80149,0.55012
distractor_contact_shift,minus_counterfactual_negatives,8,80,0.77232,0.65066,0.97142,0.96396,0.32488,0.48112,0.53750,0.11250,0.12019,0.22781,0.20549,1.00000,0.50723,0.80486,0.48805
distractor_contact_shift,minus_counterfactual_negatives,9,80,0.75446,0.62585,0.96573,0.96729,0.34313,0.47237,0.71250,0.16250,0.11929,0.22391,0.20990,1.00000,0.49263,0.79177,0.58646
distractor_contact_shift,minus_occlusion_reasoning,0,80,0.77567,0.68508,0.92473,0.77750,0.27258,0.45747,0.66250,0.17500,0.10647,0.18924,0.18819,1.00000,0.49140,0.79599,0.56022
distractor_contact_shift,minus_occlusion_reasoning,1,80,0.76441,0.66646,0.92968,0.79125,0.29188,0.47368,0.63750,0.12500,0.11167,0.19501,0.19432,1.00000,0.49035,0.79249,0.55521
distractor_contact_shift,minus_occlusion_reasoning,2,80,0.76666,0.67657,0.91214,0.75812,0.27693,0.46760,0.58750,0.11250,0.10785,0.18686,0.18976,1.00000,0.47716,0.78436,0.52625
distractor_contact_shift,minus_occlusion_reasoning,3,80,0.76563,0.66967,0.91973,0.79521,0.28505,0.46200,0.71250,0.20000,0.10747,0.19153,0.19190,1.00000,0.49684,0.79477,0.58270
distractor_contact_shift,minus_occlusion_reasoning,4,80,0.77186,0.67534,0.92249,0.79625,0.28666,0.46305,0.63750,0.13750,0.10401,0.18198,0.19095,1.00000,0.49545,0.79441,0.55339
distractor_contact_shift,minus_occlusion_reasoning,5,80,0.77246,0.68020,0.92448,0.80271,0.27994,0.45300,0.67500,0.16250,0.10727,0.18854,0.19043,1.00000,0.49649,0.79695,0.57245
distractor_contact_shift,minus_occlusion_reasoning,6,80,0.76998,0.67123,0.93521,0.80917,0.29296,0.45857,0.57500,0.20000,0.11489,0.19480,0.19414,1.00000,0.49514,0.79618,0.48657
distractor_contact_shift,minus_occlusion_reasoning,7,80,0.77348,0.67364,0.93361,0.83354,0.28150,0.45817,0.65000,0.07500,0.10713,0.19074,0.19055,1.00000,0.49741,0.79946,0.58642
distractor_contact_shift,minus_occlusion_reasoning,8,80,0.77627,0.67937,0.93636,0.82146,0.28912,0.44250,0.55000,0.13750,0.11037,0.19275,0.19285,1.00000,0.50349,0.80166,0.49466
distractor_contact_shift,minus_occlusion_reasoning,9,80,0.75996,0.66392,0.91451,0.76792,0.28907,0.42947,0.71250,0.10000,0.10860,0.18649,0.19271,1.00000,0.48428,0.78600,0.61821
distractor_contact_shift,minus_passive_flow_factor,0,80,0.70974,0.55784,0.99762,0.99479,0.47983,0.51047,0.58750,0.11250,0.14816,0.27935,0.25297,1.00000,0.42643,0.73556,0.48437
distractor_contact_shift,minus_passive_flow_factor,1,80,0.71278,0.56089,0.99546,0.98250,0.45559,0.50717,0.60000,0.13750,0.14777,0.27842,0.24675,1.00000,0.42563,0.73992,0.48823
distractor_contact_shift,minus_passive_flow_factor,2,80,0.68676,0.53169,0.99721,0.99500,0.54308,0.52552,0.52500,0.20000,0.15285,0.28481,0.27061,1.00000,0.42474,0.72066,0.39516
distractor_contact_shift,minus_passive_flow_factor,3,80,0.71572,0.56563,0.99679,0.99438,0.47140,0.50687,0.57500,0.20000,0.14639,0.27650,0.25030,1.00000,0.43145,0.73981,0.44681
distractor_contact_shift,minus_passive_flow_factor,4,80,0.70965,0.55783,0.99729,0.98771,0.50106,0.49184,0.52500,0.12500,0.14958,0.27771,0.25848,1.00000,0.42921,0.73225,0.43428
distractor_contact_shift,minus_passive_flow_factor,5,80,0.72028,0.57055,0.99731,0.99438,0.45776,0.49924,0.56250,0.16250,0.14712,0.27696,0.24718,1.00000,0.42914,0.74175,0.45462
distractor_contact_shift,minus_passive_flow_factor,6,80,0.72566,0.57764,0.99778,0.98729,0.46052,0.49590,0.58750,0.15000,0.14832,0.27419,0.24702,1.00000,0.42545,0.73934,0.47706
distractor_contact_shift,minus_passive_flow_factor,7,80,0.71528,0.56589,0.99746,0.99229,0.46914,0.49503,0.43750,0.15000,0.14815,0.27766,0.25013,1.00000,0.42656,0.73794,0.36925
distractor_contact_shift,minus_passive_flow_factor,8,80,0.72547,0.57670,0.99613,0.98667,0.45945,0.50485,0.58750,0.15000,0.14475,0.27258,0.24669,1.00000,0.43186,0.74248,0.47700
distractor_contact_shift,minus_passive_flow_factor,9,80,0.70214,0.54953,0.99632,0.99125,0.50442,0.48439,0.60000,0.10000,0.15443,0.28361,0.26042,1.00000,0.42330,0.72819,0.49413
distractor_contact_shift,minus_uncertainty_calibration,0,80,0.77329,0.66121,0.96090,0.93792,0.30571,0.49057,0.62500,0.10000,0.11808,0.22348,0.15154,1.00000,0.51478,0.81026,0.55634
distractor_contact_shift,minus_uncertainty_calibration,1,80,0.75868,0.63542,0.96636,0.95479,0.32814,0.50919,0.68750,0.28750,0.12312,0.22862,0.15673,1.00000,0.51427,0.80648,0.52599
distractor_contact_shift,minus_uncertainty_calibration,2,80,0.75971,0.63833,0.95727,0.95937,0.32641,0.51650,0.55000,0.18750,0.11946,0.22277,0.15592,1.00000,0.50275,0.79851,0.46472
distractor_contact_shift,minus_uncertainty_calibration,3,80,0.75575,0.63283,0.95837,0.95354,0.33249,0.50567,0.61250,0.12500,0.11938,0.22547,0.15719,1.00000,0.51878,0.80579,0.53113
distractor_contact_shift,minus_uncertainty_calibration,4,80,0.77056,0.65035,0.96466,0.95958,0.32422,0.49326,0.58750,0.25000,0.11555,0.21701,0.15448,1.00000,0.51848,0.80909,0.47313
distractor_contact_shift,minus_uncertainty_calibration,5,80,0.76544,0.64663,0.96056,0.94417,0.31855,0.49222,0.65000,0.17500,0.11854,0.22246,0.15430,1.00000,0.51952,0.80982,0.54389
distractor_contact_shift,minus_uncertainty_calibration,6,80,0.75933,0.63329,0.97039,0.95771,0.33562,0.49940,0.70000,0.16250,0.12640,0.22829,0.15792,1.00000,0.51701,0.80731,0.57963
distractor_contact_shift,minus_uncertainty_calibration,7,80,0.76258,0.63822,0.96840,0.95667,0.32580,0.50028,0.58750,0.10000,0.11902,0.22493,0.15561,1.00000,0.52001,0.81051,0.52541
distractor_contact_shift,minus_uncertainty_calibration,8,80,0.76578,0.64492,0.96701,0.94604,0.32707,0.48238,0.63750,0.16250,0.12184,0.22602,0.15610,1.00000,0.52443,0.81217,0.53954
distractor_contact_shift,minus_uncertainty_calibration,9,80,0.75132,0.62469,0.96030,0.94750,0.34062,0.47054,0.66250,0.16250,0.12060,0.22224,0.15861,1.00000,0.50850,0.79916,0.55225
distractor_contact_shift,old_v4_causal_score,0,80,0.78926,0.69701,0.93918,0.85604,0.26350,0.44897,0.61250,0.13750,0.10532,0.19203,0.18550,1.00000,0.48444,0.79812,0.54275
distractor_contact_shift,old_v4_causal_score,1,80,0.78075,0.67847,0.94952,0.90271,0.28233,0.46236,0.65000,0.16250,0.11008,0.19772,0.19127,1.00000,0.48443,0.79667,0.55540
distractor_contact_shift,old_v4_causal_score,2,80,0.78401,0.69004,0.93299,0.87146,0.26758,0.46166,0.57500,0.10000,0.10668,0.19002,0.18682,1.00000,0.47156,0.78892,0.52680
distractor_contact_shift,old_v4_causal_score,3,80,0.77983,0.68012,0.93840,0.89375,0.27764,0.45623,0.58750,0.12500,0.10624,0.19410,0.18947,1.00000,0.48993,0.79767,0.52605
distractor_contact_shift,old_v4_causal_score,4,80,0.78437,0.68444,0.93910,0.88333,0.28076,0.45906,0.58750,0.07500,0.10310,0.18515,0.18908,1.00000,0.48854,0.79644,0.54409
distractor_contact_shift,old_v4_causal_score,5,80,0.78672,0.69232,0.93997,0.87708,0.27097,0.44577,0.73750,0.11250,0.10597,0.19134,0.18772,1.00000,0.48973,0.79943,0.63829
distractor_contact_shift,old_v4_causal_score,6,80,0.78423,0.68185,0.95348,0.91146,0.28594,0.45436,0.61250,0.13750,0.11302,0.19705,0.19173,1.00000,0.48871,0.79913,0.53905
distractor_contact_shift,old_v4_causal_score,7,80,0.78626,0.68600,0.94592,0.90354,0.27118,0.44595,0.60000,0.10000,0.10592,0.19352,0.18760,1.00000,0.49069,0.80144,0.54668
distractor_contact_shift,old_v4_causal_score,8,80,0.78703,0.68673,0.95040,0.89833,0.28422,0.43992,0.50000,0.07500,0.10874,0.19529,0.19119,1.00000,0.49691,0.80297,0.48478
distractor_contact_shift,old_v4_causal_score,9,80,0.77407,0.67341,0.93314,0.87104,0.28229,0.42770,0.60000,0.18750,0.10738,0.18951,0.19049,1.00000,0.47817,0.78916,0.51151
